Name,Movie,Year,Cause of Death
Tony Doyle,Secret Friends,1991,Cutting Instrument
Colin Jeavons,The Island,1980,Firearms
Colin Jeavons,Secret Friends,1991,Other
Terry Farrell,Star Trek: Deep Space Nine,1998,Explosives
Nana Visitor,Friday the 13th,2009,Cutting Instrument
Sean Hoy,Hold the Dark,2018,Firearms
Isao Kimura,Lone Wolf and Cub: White Heaven in Hell,1974,Animals
Toshiko Kobayashi,Black Lizard,1968,Cutting Instrument
Junko Hitomi,Lone Wolf and Cub: White Heaven in Hell,1974,Animals
Ben Feldman,Friday the 13th,2009,Cutting Instrument
Willa Ford,Friday the 13th,2009,Cutting Instrument
Willa Ford,Submerged,2016,Drowning
Wah Yuen,The Valiant Ones,1975,Firearms
Wah Yuen,The Hand of Death,1976,Cutting Instrument
Wah Yuen,The Magic Blade,1976,Cutting Instrument
Wah Yuen,Web of Death,1976,Firearms
Wah Yuen,Clans of Intrigue,1977,Personal Weapons
Wah Yuen,The Sentimental Swordsman,1977,Cutting Instrument
Wah Yuen,The Shaolin Plot,1977,Personal Weapons
Wah Yuen,Clan of Amazons,1978,Supernatural
Wah Yuen,Legend of the Bat,1978,Blunt Objects
Wah Yuen,Full Moon Scimitar,1979,Cutting Instrument
Wah Yuen,The Deadly Breaking Sword,1979,Cutting Instrument
Wah Yuen,To Kill A Mastermind,1979,Firearms
Wah Yuen,Killer Constable,1980,Cutting Instrument
Wah Yuen,Rendezvous With Death,1980,Poison
Wah Yuen,Black Lizard,1981,Supernatural
Wah Yuen,Mercenaries From Hong Kong,1982,Other
Wah Yuen,Shaolin Prince,1982,Cutting Instrument
Wah Yuen,Shaolin Intruders,1983,Supernatural
Wah Yuen,Eastern Condors,1987,Animals
Wah Yuen,Scared Stiff,1987,Impact
Wah Yuen,Dragons Forever,1988,Supernatural
Wah Yuen,On the Run,1988,Firearms
Wah Yuen,The Iceman Cometh,1989,Cutting Instrument
Wah Yuen,Red Shield,1991,Animals
Wah Yuen,She Shoots Straight,1990,Firearms
Wah Yuen,Police Story 3,1992,Animals
Wah Yuen,Dragon Tiger Gate,2006,Supernatural
Wah Yuen,Shang-Chi and the Legend of the Ten Rings,2021,Supernatural
Yasuaki Kurata,The Angry Guest,1972,Other
Yasuaki Kurata,Four Riders,1972,Personal Weapons
Yasuaki Kurata,Executioner,1974,Personal Weapons
Yasuaki Kurata,Eastern Condor,1987,Animals
Yasuaki Kurata,Conman in Tokyo,1987,Firearms
Yasuaki Kurata,So Close,2002,Cutting Instrument
Yasuaki Kurata,Shinjuku Incident,2007,Firearms
Yasuaki Kurata,God of War,2017,Other
Yasuaki Kurata,Manhunt,2017,Other
Yasuaki Kurata,Golden Job,2018,Firearms
Woo-Ping Yuen,The One-Armed Swordsman,1967,Cutting Instrument
Woo-Ping Yuen,Golden Swallow,1968,Supernatural
Woo-Ping Yuen,Return of the One-Armed Swordsman,1969,Cutting Instrument
Woo-Ping Yuen,The Chinese Boxer,1970,Blunt Objects
Woo-Ping Yuen,Vengeance!,1970,Cutting Instrument
Woo-Ping Yuen,The New One-Armed Swordsman,1971,Animals
Woo-Ping Yuen,The Duel,1971,Cutting Instrument
Woo-Ping Yuen,Four Riders,1972,Other
Woo-Ping Yuen,Eastern Condors,1987,Animals
Daisuke Katô,Samurai III: Duel at Ganryu Island,1956,Cutting Instrument
Daisuke Katô,A Bloody Spear at Mt. Fuji,1955,Cutting Instrument
Daisuke Katô,Yojimbo,1961,Cutting Instrument
Kazuya Takahashi,Kamikazi Taxi,1995,Firearms
Kazuya Takahashi,Samurai Resurrection,2003,Blunt Objects
Taketoshi Naitô,The Betrayal,1966,Cutting Instrument
Taketoshi Naitô,Eight Men to Kill,1972,Cutting Instrument
Taketoshi Naitô,Lone Wolf and Cub: Baby Cart In the Land of Demons,1973,Animals
Taketoshi Naitô,Kamikazi Taxi,1995,Weather
Taketoshi Naitô,After Life,1998,Ailment
Katsuo Nakamura,Shinsengumi,1969,Cutting Instrument
Katsuo Nakamura,Zatoichi in Desperation,1972,Cutting Instrument
Katsuo Nakamura,Heat-Haze Theatre,1981,Drowning
Katsuo Nakamura,Tokyo: The Last Megalopolis,1988,Other
Katsuo Nakamura,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,Supernatural
Katsuo Nakamura,Samurai Resurrection,2003,Cutting Instrument
Yôsuke Kubozuka,Samurai Resurrection,2003,Cutting Instrument
Yôsuke Kubozuka,Tokyo Tribe,2014,Blunt Objects
Yôsuke Kubozuka,Silence,2016,Other
Kyôzô Nagatsuka,Samurai Resurrection,2003,Cutting Instrument
Tomoka Kurotani,Samurai Resurrection,2003,Cutting Instrument
Tomoka Kurotani,Shinobi: Heart Under Blade,2005,Cutting Instrument
Ryûdô Uzaki,Double Suicide of Sonezaki,1978,Cutting Instrument
Ryûdô Uzaki,Dora-heita,2000,Cutting Instrument
Ryûdô Uzaki,Devilman,2004,Other
Kazue Fukiishi,One Missed Call,2003,Cutting Instrument
Karen Ôshima,One Missed Call,2003,Ailment
Azusa,One Missed Call,2003,Fire
Robert Donner,El Dorado,1967,Firearms
Robert Donner,Chisum,1970,Firearms
Robert Donner,Rio Lobo,1970,Firearms
Robert Donner,Something Big,1971,Supernatural
Robert Donner,Santee,1973,Firearms
Robert Donner,Take a Hard Ride,1975,Firearms
Robert Donner,The Last Hard Men,1976,Cutting Instrument
Robert Donner,Under the Rainbow,1981,Firearms
Robert Donner,Rawhide,1961,Firearms
Robert Donner,MacGyver,1989,Blunt Objects
Bianca Lawson,Dead & Breakfast,2004,Personal Weapons
Waldemar Kobus,Black Book,2006,Firearms
Waldemar Kobus,Valkyrie,2008,Supernatural
Nick Corello,Out for Justice,1991,Animals
Nick Corello,Blankman,1994,Cutting Instrument
Brenda Bakke,Gunmen,1994,Firearms
Brenda Bakke,Tales from the Crypt Presents: Demon Knight,1995,Supernatural
Brenda Bakke,Under Siege 2: Dark Territory,1995,Impact
John M. Jackson,The Hitcher,1986,Other
John M. Jackson,The Glimmer Man,1996,Cutting Instrument
Andrea Thompson,Nightmare Weekend,1986,Cutting Instrument
Andrea Thompson,"A Gun, a Car, a Blonde",1998,Firearms
Michelle Phillips,Dillinger,1973,Other
Michelle Phillips,Scissors,1991,Blunt Objects
Walter Gotell,The African Queen,1951,Drowning
Walter Gotell,From Russia with Love,1963,Fire
Walter Gotell,Attack on the Iron Coast,1968,Vehicular
Walter Gotell,Sleepaway Camp II: Unhappy Campers,1988,Cutting Instrument
Walter Gotell,Puppet Master III: Toulons Revenge,1991,Impact
Gabrielle Anwar,Body Snatchers,1993,Supernatural
Gabrielle Anwar,The Grave,1996,Cutting Instrument
Gabrielle Anwar,The Guilty,2000,Personal Weapons
Gabrielle Anwar,Crazy Eights,2006,Other
Chris Yen,"Giveem Hell, Malone",2009,Cutting Instrument
David Ackroyd,I Come in Peace,1990,Supernatural
Angela Bassett,London Has Fallen,2016,Impact
Angela Bassett,Bumblebee,2018,Blunt Objects
Angela Bassett,Black Panther: Wakanda Forever,2022,Animals
Elsa Pataky,El Arte de Morir,2000,Animals
Elsa Pataky,Sin Noticias de Dios,2001,Supernatural
Elsa Pataky,Beyond Re-Animator,2003,Strangulation
Elsa Pataky,"Giveem Hell, Malone",2009,Firearms
Elsa Pataky,The Fate of the Furious,2017,Firearms
Elsa Pataky,Furiosa,2024,Blunt Objects
French Stewart,Surveillance,2008,Firearms
French Stewart,"Giveem Hell, Malone",2009,Other
Gary Pierce,"Giveem Hell, Malone",2009,Cutting Instrument
Kevin Geer,A Force Of One,1979,Other
Brian Tee,We Were Soldiers,2002,Fire
Brian Tee,Jurassic World,2015,Impact
Bill Wallace,A Force of One,1979,Fire
Bill Wallace,The Protector,1985,Personal Weapons
Lanny Flaherty,"Blood In, Blood Out",1993,Cutting Instrument
Lanny Flaherty,Tom and Huck,1995,Cutting Instrument
Lanny Flaherty,Men in Black 3,2012,Cutting Instrument
Frank Ferrucci,The Hitman,1991,Firearms
Shruti Haasan,D-Day,2013,Cutting Instrument
Shruti Haasan,Ramayya Vasthavayya,2013,Cutting Instrument
Shruti Haasan,Rocky Handsome,2016,Vehicular
Lina Santos,Perro rabioso 2,1991,Firearms
Lina Santos,Dos Colombianos,1997,Firearms
Lina Santos,Carnada de muerte,1999,Firearms
Johann Carlo,Fair Game,1995,Firearms
Judd Omen,Howling II: Your Sister Is A Werewolf,1985,Supernatural
Judd Omen,C.H.U.D. II: Bud the C.H.U.D.,1989,Supernatural
Judd Omen,Bounty Tracker,1993,Cutting Instrument
Richard Biggs,Miracle Mile,1988,Firearms
Zach Galligan,Hellraiser III: Hell on Earth,1992,Cutting Instrument
Zach Galligan,Warlock: The Armageddon,1993,Other
Zach Galligan,Cupid,1997,Cutting Instrument
Zach Galligan,Hatchet III,2013,Cutting Instrument
Irrfan Khan,Gunaah,2002,Firearms
Irrfan Khan,The Namesake,2006,Ailment
Irrfan Khan,Tulsi,2008,Cutting Instrument
Irrfan Khan,The Amazing Spider-Man,2012,Animals
Irrfan Khan,Jurassic World,2015,Explosives
Irrfan Khan,Inferno,2016,Fire
Kaoru Okunuki,Ringu 0: Basudei,2000,Other
Yoshiko Tanaka,Black Rain,1989,Ailment
Yoshiko Tanaka,Ringu 0: Basudei,2000,Firearms
Atsuko Takahata,Ringu 0: Basudei,2000,Other
Yukie Nakama,Gamera 3: Revenge of Iris,1999,Other
Yukie Nakama,Ringu 0: Basudei,2000,Personal Weapons
Masako,Ringu,1998,Other
Seiichi Tanabe,Blues Harp,1998,Firearms
Seiichi Tanabe,Ringu 0: Basudei,2000,Other
Takeshi Wakamatsu,Ringu 0: Basudei,2000,Blunt Objects
Ryûshi Mizukami,Kunoichi: Lady Ninja,1998,Cutting Instrument
Ryûshi Mizukami,Ringu 0: Basudei,2000,Impact
Juliet Landau,Direct Hit,1994,Firearms
Juliet Landau,Life Among the Cannibals,1996,Other
Juliet Landau,Toolbox Murders,2004,Cutting Instrument
Juliet Landau,Fatal Reunion,2005,Cutting Instrument
Juliet Landau,Hack!,2007,Cutting Instrument
Daniel Kuzniecka,Tumberos,2002,Firearms
Joseph Ragno,No Way Home,1996,Blunt Objects
Joseph Ragno,The Phantom,1996,Supernatural
Q'orianka Kilcher,The New World,2005,Impact
Q'orianka Kilcher,The Power of Few,2013,Vehicular
Q'orianka Kilcher,Hostiles,2017,Animals
Yoshiko Yura,Ringu 2,1999,Drowning
Kyoko Fukada,Ringu 2,1999,Supernatural
Kyoko Fukada,Kamikaze Girls,2004,Firearms
George Cisar,The Giant Claw,1957,Supernatural
George Cisar,Attack of the Giant Leeches,1959,Supernatural
Bruno VeSota,Dementia,1955,Ailment
Bruno VeSota,Gunslinger,1956,Firearms
Bruno VeSota,Attack of the Giant Leeches,1959,Supernatural
Bruno VeSota,The Wasp Woman,1959,Animals
Bruno VeSota,The Choppers,1961,Animals
Bruno VeSota,Wild Rovers,1971,Firearms
Joseph Hamilton,Attack of the Giant Leeches,1959,Supernatural
Terence Yin,Dial D For Demons,2000,Supernatural
Terence Yin,Dead or Alive: Final,2002,Firearms
Terence Yin,Robin-B-Hood,2006,Impact
Terence Yin,Firestorm,2013,Fire
Yôichi Numata,Jigoku,1960,Impact
Yôichi Numata,The Golden Bat,1966,Blunt Objects
Yôichi Numata,Bakeneko: A Vengeful Spirit,1968,Supernatural
Yôichi Numata,Big Time Gambling Boss,1968,Cutting Instrument
Yôichi Numata,Red Peony Gambler,1968,Animals
Yôichi Numata,Okatsu: The Fugitive,1969,Cutting Instrument
Yôichi Numata,Female Prisoner #701: Scorpion,1972,Animals
Yôichi Numata,Bohachi Bushido: The Villain,1974,Cutting Instrument
Yôichi Numata,The Great Chase,1975,Firearms
Yôichi Numata,The Princess Blade,2001,Cutting Instrument
Yôichi Numata,Ringu 2,1999,Supernatural
Dan White,Attack of the Giant Leeches,1959,Supernatural
Yvette Vickers,Attack of the 50 Foot Woman,1958,Impact
Yvette Vickers,Attack of the Giant Leeches,1959,Supernatural
Yvette Vickers,Evil Spirits,1990,Supernatural
Kyûsaku Shimada,Tokyo: The Last Megalopolis,1988,Cutting Instrument
Kyûsaku Shimada,The Princess Blade,2001,Cutting Instrument
Kyûsaku Shimada,Dragon Head,2003,Supernatural
Kazuya Kimura,Heartbreak Yakuza,1987,Firearms
Kazuya Kimura,Double Cross,1992,Cutting Instrument
Kazuya Kimura,Gonin,1995,Firearms
Kazuya Kimura,Family II,2001,Firearms
Kôichi Iwaki,Doberman Cop,1977,Firearms
Kôichi Iwaki,Proof of Man,1977,Firearms
Kôichi Iwaki,The Second Is a Christian,1985,Cutting Instrument
Kôichi Iwaki,47 Ronin,1992,Other
Kôichi Iwaki,Yakuza Demon,2003,Supernatural
Taka Guadalcanal,.Zebraman 2,2010,Personal Weapons
Riisa Naka,Zebraman 2,2010,Other
Tsuyoshi Abe,Zebraman 2,2010,Cutting Instrument
Tsuyoshi Abe,Smuggler,2011,Personal Weapons
Seizô Fukumoto,Fort of Death,1969,Cutting Instrument
Seizô Fukumoto,Killers Mission,1969,Cutting Instrument
Seizô Fukumoto,Battles Without Honor and Humanity The Yakuza Papers,1973,Firearms
Seizô Fukumoto,Battle Without Honor and Humanity: The Yakuza Papers: Deadly Fight in Hiroshima,1973,Personal Weapons
Seizô Fukumoto,Female Yakuza Tale: Inquistion and Torture,1973,Cutting Instrument
Seizô Fukumoto,Girl Boss: Revenge Sukeban,1973,Cutting Instrument
Seizô Fukumoto,Blue Jeans - No Future,1974,Vehicular
Seizô Fukumoto,The Street Fighter,1974,Impact
Seizô Fukumoto,The Streetfighters Last Revenge,1974,Personal Weapons
Seizô Fukumoto,Gambling Den Heist,1975,Firearms
Seizô Fukumoto,Doberman Cop,1977,Firearms
Seizô Fukumoto,The Shoguns Samurai,1978,Cutting Instrument
Seizô Fukumoto,The Fall of Ako Castle,1978,Impact
Seizô Fukumoto,Hell,1979,Impact
Seizô Fukumoto,Samurai Reincarnation,1981,Cutting Instrument
Seizô Fukumoto,Shoguns Ninja,1980,Cutting Instrument
Seizô Fukumoto,Death Shadow,1986,Cutting Instrument
Seizô Fukumoto,Carmen 1945,1988,Impact
Seizô Fukumoto,The Last Samurai,2003,Firearms
Cheryl Campbell (British),"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Ailment
Cheryl Campbell (American),Silent Scream,2005,Cutting Instrument
Kai Wulff,Firefox,1982,Firearms
Kai Wulff,¡Three Amigos!,1986,Firearms
Alfonso Arau,The Wild Bunch,1969,Firearms
Alfonso Arau,El Topo,1970,Firearms
Alfonso Arau,¡Three Amigos!,1986,Firearms
Alfonso Arau,Walker,1987,Firearms
Mary Ellen Trainor,Action Jackson,1988,Explosives
Mary Ellen Trainor,Seduced and Betrayed,1995,Vehicular
Mary Ellen Trainor,Executive Decision,1996,Other
Jacqueline Bisset,Casino Royale,1967,Strangulation
Jacqueline Bisset,The Mephisto Waltz,1971,Cutting Instrument
Jacqueline Bisset,Under the Volcano,1984,Other
Jacqueline Bisset,La Ceremonie,1995,Firearms
Jacqueline Bisset,September,1996,Drowning
Jacqueline Bisset,Dangerous Beauty,1998,Ailment
Jacqueline Bisset,Let the Devil Wear Black,1999,Supernatural
Jacqueline Bisset,In the Beginning,2000,Ailment
Sanaa Lathan,Blade,1998,Cutting Instrument
Sanaa Lathan,Out of Time,2003,Firearms
Virginie Ledoyen,La Ceremonie,1995,Firearms
Virginie Ledoyen,House of Voices,2004,Other
Virginie Ledoyen,Enragés,2015,Firearms
André Hennicke,Downfall,2004,Ailment
André Hennicke,Youth Without Youth,2007,Firearms
Christian Redl,Downfall,2004,Strangulation
Christian Redl,Krabat,2008,Fire
Dieter Mann,Downfall,2004,Strangulation
Aline Sokar,Downfall,2004,Poison
Amelie Menges,Downfall,2004,Poison
Charlotte Stoiber,Downfall,2004,Poison
Gregory Borlein,Downfall,2004,Poison
Laura Borlein,Downfall,2004,Poison
Elena Dreyden,Downfall,2004,Firearms
Enno Hesse,Downfall,2004,Firearms
Leopold von Buttlar,Downfall,2004,Explosives
Silke Nikowski,Downfall,2004,Explosives
Christian Hoening,Downfall,2004,Explosives
Bettina Redlich,Downfall,2004,Poison
Kate Capshaw,The Alarmist,1997,Other
Kate Capshaw,The Locusts,1997,Firearms
David Gulpilil,Walkabout,1971,Strangulation
David Gulpilil,The Proposition,2005,Cutting Instrument
Claudia Black,Pitch Black,2000,Supernatural
Claudia Black,Queen of the Damned,2002,Fire
Anna Thalbach,Downfall,2004,Ailment
Dietrich Hollinderbäumer,Downfall,2004,Poison
Oliver Stritzel,Downfall,2004,Ailment
Mikhail Tryasorukov,Downfall,2004,Firearms
Thomas Limpinsel,Downfall,2004,Other
Seychelle Gabriel,The Last Airbender,2010,Supernatural
Seychelle Gabriel,The Tomorrow War,2021,Explosives
Thorsten Krohn,Downfall,2004,Poison
Thomas Thieme,Downfall,2004,Poison
Tito Larriva,Double Trouble,1992,Firearms
Tito Larriva,Desperado,1995,Firearms
Tito Larriva,From Dusk Till Dawn,1996,Other
Tito Larriva,Grindhouse,2007,Cutting Instrument
Tito Larriva,Machete,2010,Cutting Instrument
R. Nelson Brown,The Fog,2005,Weather
Ron Moody,The Strange Case of the End of Civilization As We Know It,1977,Firearms
Ron Moody,Wrong Is Right,1982,Poison
Charene Cathleen,Ghoulies,1984,Other
Mariska Hargitay,Ghoulies,1984,Cutting Instrument
Lisa Pelikan,Ghoulies,1984,Impact
Lisa Pelikan,Return to the Blue Lagoon,1991,Ailment
Lisa Pelikan,Circle,2015,Ailment
David Dayan,Ghoulies,1984,Personal Weapons
Keith Joe Dick,Ghoulies,1984,Strangulation
Ralph Seymour,Ghoulies,1984,Supernatural
Steve Antin,Survival Quest,1989,Explosives
Michael Deak,Cellar Dweller,1987,Supernatural
Michael Deak,Ghoulies II,1988,Drowning
Michael Deak,Tales from the Darkside: The Movie,1990,Supernatural
Michael Deak,Le Zombi de Cap-Rouge,1997,Supernatural
Michael Deak,Turbo: A Power Rangers Movie,1997,Impact
J. Downing,Ghoulies II,1988,Other
Ames Morton,Ghoulies II,1988,Cutting Instrument
Phillip MacKenzie,Dawn of the Dead,2004,Supernatural
Mario Simon,Once Upon a Time in Mexico,2003,Firearms
Hal Yamanouchi,2019: After the Fall of New York,1983,Impact
Hal Yamanouchi,Endgame,1983,Vehicular
Hal Yamanouchi,Warriors of the Year 2072,1984,Firearms
Hal Yamanouchi,Phantom of Death,1988,Supernatural
Hal Yamanouchi,Push,2009,Impact
Hal Yamanouchi,The Wolverine,2013,Animals
Gerardo Vigil,Once Upon a Time in Mexico,2003,Firearms
Miguel Couturier,Once Upon a Time in Mexico,2003,Firearms
Peter Marquardt,El Mariachi,1992,Firearms
Carlos Gallardo,Desperado,1995,Firearms
Reinol Martinez,El Mariachi,1992,Firearms
Consuelo Gómez,El Mariachi,1992,Firearms
Consuelo Gómez,Desperado,1995,Other
Fraser Aitcheson,The Marine 4: Moving Target,2015,Firearms
Fraser Aitcheson,Deadpool,2016,Vehicular
Fraser Aitcheson,X-Men: Apocalypse,2016,Impact
Fraser Aitcheson,Braven,2018,Fire
Link Baker,The Mother,2023,Firearms
John Mann,Underworld: Evolution,2006,Other
Kendall Cross,X2,2003,Drowning
Kendall Cross,The Sisterhood of the Traveling Pants,2005,Other
Jesse Metcalfe,Clear Cut,2024,Cutting Instrument
Isabelle Huppert,Dupont-Lajoie,1975,Other
Isabelle Huppert,The Bronte Sisters,1979,Ailment
Isabelle Huppert,Heavens Gate,1980,Firearms
Isabelle Huppert,The Bedroom Window,1987,Impact
Isabelle Huppert,Story of Women,1988,Cutting Instrument
Isabelle Huppert,Madame Bovary,1991,Poison
Isabelle Huppert,La Ceremonie,1995,Vehicular
Isabelle Huppert,Louder Than Bombs,2015,Explosives
Albert Michel Jr.,Desperado,1995,Explosives
Robert Arevalo,Desperado,1995,Impact
Greg Kean,It Waits,2005,Impact
Greg Kean,Logans War: Bound by Honor,1998,Firearms
Greg Kean,Smallville,2004,Vehicular
Frank Military,Dead Bang,1989,Fire
Ryan Merriman,The Ring Two,2005,Supernatural
Ryan Merriman,Final Destination 3,2006,Impact
Ryan Merriman,The Jurassic Games,2018,Other
Diego Sandoval,Desperado,1995,Firearms
Carlos Gómez,Desperado,1995,Firearms
Carlos Gómez,Charmed,1999,Other
Carlos Gómez,24,2003,Personal Weapons
Carlos Gómez,Grimm,2017,Firearms
Erik Palladino,U-571,2000,Firearms
Erik Palladino,Return To House On Haunted Hill,2007,Fire
Earl Hindman,The Taking of Pelham One Two Three,1974,Firearms
Tom Pedi,The Taking of Pelham One Two Three,1974,Firearms
Jerry Holland,The Taking of Pelham One Two Three,1974,Firearms
Ilia Volok,Air Force One,1997,Firearms
Ilia Volok,Best of the Best 4: Without Warning,1998,Firearms
Ilia Volok,Abduction,2011,Personal Weapons
Eric Edelstein,The Hills Have Eyes 2,2007,Impact
Eric Edelstein,Green Room,2016,Cutting Instrument
Eric Edelstein,Jurassic World,2015,Cutting Instrument
Allison McAtee,We Summon the Darkness,2019,Cutting Instrument
Betty McGuire,Wishmaster,1997,Vehicular
Brooks Gardner,Quiet Cool,1986,Cutting Instrument
Brooks Gardner,Malone,1987,Firearms
Brooks Gardner,Phantasm III: Lord of the Dead,1994,Supernatural
Biao Yuen,The Valiant Ones,1975,Firearms
Biao Yuen,The Hand of Death,1976,Firearms
Biao Yuen,The Shaolin Plot,1977,Cutting Instrument
Biao Yuen,Righting Wrongs,1986,Drowning
Biao Yuen,The Iceman Cometh,1989,Other
Biao Yuen,Hero,1997,Cutting Instrument
Biao Yuen,Operation Bangkok,2021,Cutting Instrument
Kirk Baltz,Reservoir Dogs,1992,Drowning
Kirk Baltz,Natural Born Killers,1994,Firearms
Kirk Baltz,Probable Cause,1994,Cutting Instrument
Kirk Baltz,Face/Off,1997,Firearms
Melvin Wong,Ghost Nursing,1982,Supernatural
Melvin Wong,New York Chinatown,1982,Firearms
Melvin Wong,Twinkle Twinkle Lucky Stars,1985,Firearms
Melvin Wong,Righting Wrongs,1986,Cutting Instrument
Melvin Wong,Eastern Condor,1987,Animals
Melvin Wong,Armageddon,1989,Cutting Instrument
Melvin Wong,Tiger on the Beat II,1990,Animals
Melvin Wong,The Direct Line,1992,Firearms
Melvin Wong,A Dancing Boy in Underworld Street,1992,Firearms
Melvin Wong,The Sword Stained with Royal Blood,1993,Cutting Instrument
Melvin Wong,Run and Kill,1993,Firearms
Waise Lee,A Better Tomorrow,1986,Drowning
Waise Lee,Fury,1988,Firearms
Waise Lee,Gunmen,1988,Firearms
Waise Lee,Story of Kennedy Town,1990,Cutting Instrument
Waise Lee,A Bullet in the Head,1990,Firearms
Waise Lee,Blood Stained Tradewind,1990,Firearms
Waise Lee,The Roar of the Vietnamese,1991,Firearms
Waise Lee,The Royal Scoundrel,1991,Firearms
Waise Lee,Murders Made to Order,1993,Cutting Instrument
Waise Lee,First Shot,1993,Firearms
